Date,Open,High,Low,Close,Adj Close,Volume
2019-03-04,2814.370117,2816.879883,2767.659912,2792.810059,2792.810059,3919810000
2019-03-05,2794.409912,2796.439941,2782.969971,2789.649902,2789.649902,3585690000
2019-03-06,2790.270020,2790.270020,2768.689941,2771.449951,2771.449951,3786600000
2019-03-07,2766.530029,2767.250000,2739.090088,2748.929932,2748.929932,3904860000
2019-03-08,2730.790039,2744.129883,2722.270020,2743.070068,2743.070068,3423130000
2019-03-11,2747.610107,2784.000000,2747.610107,2783.300049,2783.300049,3749030000
2019-03-12,2787.340088,2798.320068,2786.729980,2791.520020,2791.520020,3414230000
2019-03-13,2799.780029,2821.239990,2799.780029,2810.919922,2810.919922,3766150000
2019-03-14,2810.379883,2815.000000,2803.459961,2808.479980,2808.479980,3469730000
2019-03-15,2810.790039,2830.729980,2810.790039,2822.479980,2822.479980,5962730000
